inventoryid,store,brand,productname,size,vendorid,vendorname,invoiceno,podate,receivingdate,invoicedate,paydate,unitprice,quantity,totalamount,classification,size_ml
24_PALPERROTH_508,24,508,Bacardi Superior Rum,Liter,480,BACARDI USA INC,9658,2016-04-05,2016-04-14,2016-04-20,2016-05-30,9.77,12,117.24,1,
9_BLACKPOOL_1897,9,1897,Old Ezra 7Yr Bourbon,750mL,8352,LUXCO INC,13613,2016-12-21,2016-12-28,2017-01-04,2017-02-02,18.24,12,218.88,1,750.0
72_HARDERSFIELD_28947,72,28947,R M Woodbridge Merlot Cal,1.5L,1392,CONSTELLATION BRANDS INC,12953,2016-11-07,2016-11-15,2016-11-21,2016-12-22,5.91,11,65.01,2,1500.0
1_HARDERSFIELD_26153,1,26153,Paul Dolan Svgn Bl 14 Potter,750mL,9552,M S WALKER INC,12361,2016-09-27,2016-10-07,2016-10-10,2016-11-24,6.66,8,53.28,2,750.0
38_GOULCREST_19282,38,19282,Penfolds Bin 8 Cab Svgn/Shir,750mL,4425,MARTIGNETTI COMPANIES,12995,2016-11-09,2016-11-19,2016-11-29,2017-01-03,13.51,6,81.06,2,750.0
77_TAMWORTH_6937,77,6937,Cavit Pinot Grigio,1.5L,6785,PALM BAY INTERNATIONAL INC,11370,2016-07-26,2016-08-04,2016-08-12,2016-09-15,6.75,12,81.0,2,1500.0
61_AETHELNEY_6937,61,6937,Cavit Pinot Grigio,1.5L,6785,PALM BAY INTERNATIONAL INC,11271,2016-07-19,2016-07-30,2016-08-03,2016-09-06,6.75,32,216.0,2,1500.0
11_CARDEND_31494,11,31494,Barefoot Merlot Cal,1.5L,3252,E & J GALLO WINERY,12932,2016-11-06,2016-11-17,2016-11-22,2016-12-24,6.02,6,36.12,2,1500.0
6_GOULCREST_2121,6,2121,Canadian Club Traveler,750mL,12546,JIM BEAM BRANDS COMPANY,9708,2016-04-08,2016-04-11,2016-04-20,2016-05-21,7.8,11,85.8,1,750.0
2_ASHBORNE_4262,2,4262,Capt Morgan Spiced Rum,750mL,3960,DIAGEO NORTH AMERICA INC,8575,2016-01-21,2016-01-25,2016-02-03,2016-03-06,11.19,11,123.09,1,750.0
43_WOLFORD_2127,43,2127,Canadian Ltd,1.75L,660,SAZERAC NORTH AMERICA INC.,8938,2016-02-15,2016-02-24,2016-02-29,2016-04-17,7.19,18,129.42,1,1750.0
66_EANVERNESS_24310,66,24310,Hi! Prosecco,750mL,10754,PERFECTA WINES,11371,2016-07-26,2016-08-05,2016-08-14,2016-09-10,6.53,12,78.36,2,750.0
42_BLACK HOLLOW_8838,42,8838,Ch Ste Michelle Cab Svgn Col,750mL,8673,STE MICHELLE WINE ESTATES,9366,2016-03-16,2016-03-23,2016-04-03,2016-05-12,7.71,12,92.52,2,750.0
69_MOUNTMEND_14436,69,14436,Byron Santa Barbara Chard,750mL,9552,M S WALKER INC,13138,2016-11-20,2016-11-28,2016-12-09,2017-01-21,7.87,12,94.44,2,750.0
61_AETHELNEY_3405,61,3405,Tito's Handmade Vodka,1.75L,4425,MARTIGNETTI COMPANIES,9682,2016-04-06,2016-04-13,2016-04-21,2016-05-31,23.19,57,1321.83,1,1750.0
14_BROMWICH_6234,14,6234,C Y Toro Front Cab/Merlot,1.5L,516,BANFI PRODUCTS CORP,8570,2016-01-21,2016-01-27,2016-02-06,2016-03-20,4.54,6,27.24,2,1500.0
13_TARMSWORTH_4089,13,4089,Capt Morgan White,1.75L,3960,DIAGEO NORTH AMERICA INC,10936,2016-06-27,2016-07-06,2016-07-16,2016-08-13,14.59,5,72.95,1,1750.0
73_DONCASTER_40097,73,40097,Black Box Chard,3L,1392,CONSTELLATION BRANDS INC,12840,2016-10-31,2016-11-07,2016-11-18,2016-12-23,10.59,3,31.77,2,3000.0
9_BLACKPOOL_28081,9,28081,Gandia Hoya de Cadenas RSV,750mL,7153,PINE STATE TRADING CO,9591,2016-03-31,2016-04-06,2016-04-18,2016-05-29,5.51,12,66.12,2,750.0
51_ABERDEEN_44494,51,44494,Smoking Loon Pnt Grigio Cal,750mL,9552,M S WALKER INC,11692,2016-08-17,2016-08-24,2016-08-31,2016-10-16,4.5,12,54.0,2,750.0
76_DONCASTER_27830,76,27830,Silverado Svgn Bl Napa,750mL,4425,MARTIGNETTI COMPANIES,10193,2016-05-12,2016-05-17,2016-05-29,2016-07-09,10.95,12,131.4,2,750.0
60_IRRAGIN_2114,60,2114,Black Velvet Canadian Whisky,1.75L,1392,CONSTELLATION BRANDS INC,12840,2016-10-31,2016-11-08,2016-11-18,2016-12-23,9.41,7,65.87,1,1750.0
21_BALERNO_8498,21,8498,R M Woodbridge Svgn Bl Cal,1.5L,1392,CONSTELLATION BRANDS INC,10986,2016-06-30,2016-07-05,2016-07-17,2016-08-27,5.84,8,46.72,2,1500.0
67_EANVERNESS_8092,67,8092,Johnnie Walker Red Label,50mL,3960,DIAGEO NORTH AMERICA INC,11329,2016-07-24,2016-08-01,2016-08-16,2016-09-14,1.7,120,204.0,1,50.0
35_HALIVAARA_6873,35,6873,Guigal Cotes du Rhone Red,750mL,4425,MARTIGNETTI COMPANIES,10068,2016-05-04,2016-05-10,2016-05-16,2016-06-16,9.2,12,110.4,2,750.0
67_EANVERNESS_2062,67,2062,Woodford Reserve Bourbon,1.75L,1128,BROWN-FORMAN CORP,11382,2016-07-27,2016-08-02,2016-08-08,2016-09-23,44.11,1,44.11,1,1750.0
49_GARIGILL_513,49,513,Ocean Vodka,750mL,9165,ULTRA BEVERAGE COMPANY LLP,13462,2016-12-11,2016-12-21,2016-12-27,2017-01-28,23.01,6,138.06,1,750.0
34_PITMERDEN_10451,34,10451,Line 39 Cab Svgn Lake Cnty,750mL,7153,PINE STATE TRADING CO,10180,2016-05-11,2016-05-16,2016-05-28,2016-07-09,5.29,12,63.48,2,750.0
73_DONCASTER_27433,73,27433,Emilio Lustau Fino Sherry,750mL,9552,M S WALKER INC,13059,2016-11-14,2016-11-21,2016-11-29,2017-01-05,10.88,12,130.56,2,750.0
25_CAERSHIRE_2170,25,2170,Woodford Reserve Bourbon,50mL,1128,BROWN-FORMAN CORP,8838,2016-02-09,2016-02-15,2016-02-23,2016-03-25,2.53,12,30.36,1,50.0
72_HARDERSFIELD_3348,72,3348,Bombay Sapphire Gin,1.75L,480,BACARDI USA INC,10187,2016-05-12,2016-05-20,2016-05-30,2016-07-07,22.38,7,156.66,1,1750.0
39_EASTHALLOW_3768,39,3768,Jenkins Vodka,750mL,9552,M S WALKER INC,13379,2016-12-06,2016-12-15,2016-12-23,2017-01-22,3.62,12,43.44,1,750.0
10_HORNSEY_13940,10,13940,Black Box Malbec,3L,1392,CONSTELLATION BRANDS INC,9623,2016-04-03,2016-04-15,2016-04-23,2016-05-24,10.45,6,62.7,2,3000.0
38_GOULCREST_2120,38,2120,Canadian Club,1.75L,12546,JIM BEAM BRANDS COMPANY,11705,2016-08-18,2016-08-26,2016-09-04,2016-10-16,12.21,39,476.19,1,1750.0
72_HARDERSFIELD_34460,72,34460,Dr Loosen Rsl 'Dr L' M,750mL,4425,MARTIGNETTI COMPANIES,8830,2016-02-08,2016-02-17,2016-03-01,2016-03-25,7.23,12,86.76,2,750.0
73_DONCASTER_21231,73,21231,La Marca Prosecco,187mL,3252,E & J GALLO WINERY,13321,2016-12-02,2016-12-07,2016-12-19,2017-01-27,3.08,24,73.92,2,187.0
67_EANVERNESS_41033,67,41033,Menage a Trois White,750mL,8892,TRINCHERO FAMILY ESTATES,9734,2016-04-10,2016-04-20,2016-04-29,2016-05-27,5.91,12,70.92,2,750.0
